,keyphrase,keyphrase in _ plans
5414,community overview,1
5415,derby depend,1
5418,environmental health,1
5420,emergency framework,1
5422,priority enhance,1
5425,comprehensive programme,1
5438,differential cost,1
5427,retrofit programmes,1
5428,sustainable energy generation,1
5429,equipment replacement,1
5431,energy summary,1
5434,own carbon footprints,1
5436,low carbon behaviours,1
5437,service plan,1
5471,biodiversity issues,1
5474,detail contract,1
5475,statutory bodies,1
5510,natural carbon stores,1
5513,electric fleet vehicles,1
5514,progress liverpool,1
5515,oil consumption,1
5517,neutral buildings decision,1
5519,natural environment space,1
5520,green workforce,1
5522,mar facilities,1
5523,sharing,1
5526,weeds,1
5527,potent greenhouse gases,1
5528,strategic intent,1
5529,fund proposals,1
5530,carbon incorporate,1
5532,presents,1
5533,green choices,1
5534,methodological differences,1
5535,spreadsheet,1
5539,advice support,1
5540,renewable energy plan,1
5541,strategy objectives,1
5509,factor,1
5508,net carbon reduction,1
5507,economic opportunity warwick,1
5491,sector waste,1
5476,ongoing building retrofit,1
5479,heat transfer,1
5480,organisational boundary,1
5481,resilient perth,1
5482,change knowledge,1
5484,sector transport,1
5485,quality planning,1
5486,longer terms actions,1
5493,effective emergency planning,1
5494,local energy projects,1
5495,biodiversity policy,1
5497,coastal habitats,1
5498,increased knowledge,1
5499,exceptions test,1
5501,electronic newsletter,1
5502,public sector spheres,1
5405,transport people,1
5263,twin stream recycling,1
5336,briefing programmes,1
5299,strategic outline programme,1
5303,own carbon performance,1
5304,launch event,1
5305,rental sector housing,1
5306,forestry commission,1
5307,resource constraints,1
5308,lung functions,1
5309,resources grey,1
5315,further engagement,1
5316,key document,1
5318,councillor ben,1
5320,community spaces,1
5321,foreword julie,1
5322,vehicle ownership,1
5323,procurement emissions,1
5325,hybrid licensing tor,1
5326,overall summary intensity,1
5327,available parking spaces,1
5328,mown grass sites,1
5332,natural beauty mitigation,1
5297,hydrogen integration,1
5296,council commercial,1
5295,human security,1
5278,clear actions,1
5264,section action,1
5265,green futures programme,1
5266,local plan control,1
5267,development standards,1
5269,funded energy,1
5271,strategy recognises,1
5272,own carbon management,1
5275,transitions transport,1
5280,kerr chief,1
5294,forward climate change,1
5282,best value balance,1
5283,more work,1
5284,decisive council,1
5287,community events,1
5288,householder energy costs,1
5289,energy tonnes,1
5290,sustainability policies,1
5291,edinburgh summary,1
5292,residential energy provision,1
5334,improvements influence,1
5338,journeys actions,1
5372,highways space,1
5373,level rises,1
5374,paperless billing,1
5375,neutral funding commitment,1
5378,schools efficiency,1
5379,environmental sustainability town,1
5381,economy buildings,1
5383,different working spaces,1
5386,combustion,1
5388,new cycle paths,1
5389,small vehicles august,1
5390,further research,1
5392,culture change,1
5393,energy london,1
5394,ready scotland climate,1
5395,none,1
5396,track,1
5397,monitoring requirements,1
5400,greener policy,1
5401,pioneering land use,1
5402,free suggestion detail,1
5403,further expansion,1
5368,variable biodiversity changes,1
5353,incomplete responses,1
5339,broader engagement,1
5340,drought conditions,1
5341,primary driver,1
5342,active support,1
5349,global agreement,1
5351,plan waste,1
5354,table carbon,1
5367,scope column,1
5355,chester council,1
5356,priorities section,1
5358,bosworth borough,1
5359,regeneration sites,1
5360,fencing,1
5361,emergency comms,1
5364,respondents evidence,1
5365,road blockages,1
4998,economic growth scopes,1
4997,influence photo,1
4996,strategic decisions,1
4651,municipal waste strategy,1
4625,other communities,1
4626,integrated way,1
4627,early projects,1
4628,arctic climate change,1
4629,cabinet support,1
4632,significant environment,1
4634,climate investments,1
4637,cambridge biodiversity,1
4638,first roles,1
4639,minimum commitment,1
4641,stresses,1
4642,aspects officers,1
4643,fail sustainability,1
4644,different approaches,1
4645,carbon floor,1
4646,declaration options,1
4647,regulatory role,1
4648,overwhelming consensus,1
4649,partner ship,1
4621,national climate action,1
4620,food emissions,1
4619,partnership engagement,1
4605,landscape character,1
4592,food growth,1
4593,strategic action framework,1
4594,lichen heath communities,1
4595,maintenance costs,1
4596,day operations,1
4599,uk budget,1
4604,green infrastructure networks,1
4606,hydrogen vans,1
4618,extreme rainfall events,1
4607,excavation,1
4608,vulnerable programme residents,1
4609,co benefit,1
4611,formal partnership,1
4612,resilient council,1
4615,local needs,1
4616,january installation,1
4652,adaptation considerations,1
4588,emissions scenario,1
4653,property services,1
4689,connectivity issues,1
4690,determined contributions creation,1
4692,review parking,1
4697,sustainable transport work,1
4698,change summits,1
4700,drying,1
4701,home improvement,1
4702,sustainable food systems,1
4704,ev implementation strategy,1
4705,table initiatives,1
4710,plastic,1
4712,visitors asset,1
4713,legislative change,1
4716,various objectives,1
4717,international impacts percentage,1
4687,progress tracking,1
4685,significant percentage,1
4684,cases access,1
4668,circular economy milton,1
4657,progress performance,1
4658,local recovery plan,1
4660,organisational carbon emissions,1
4662,extreme events,1
4663,april leisure,1
4664,road projects,1
4666,fundamental issues,1
4667,global coastlines,1
4669,efficient energy,1
4670,recent reductions,1
4672,direct fossil fuel,1
4673,significant activity,1
4674,energy cities,1
4677,health outcomes,1
4678,identifiable programme branding,1
4679,taskforce,1
4682,joint hydrogen project,1
4589,annual energy statements,1
4587,adequate cycling facilities,1
4720,october,1
4526,purchasing investigation,1
4487,wast,1
4489,city plan,1
4490,project,1
4491,norfolk average,1
4492,monthly newsletter,1
4493,final review,1
4496,efficient engines,1
4497,rapid transition,1
4498,primary schools mayor,1
4500,finite resources,1
4501,primary monitoring,1
4502,new housing development,1
4503,sized developments,1
4507,powered pay,1
4509,individual documents,1
4515,essex waste,1
4519,handbooks training,1
4522,improvements contracts,1
4523,further utilise space,1
4524,funding challenges,1
4485,somerset coastline sea,1
4484,climate understanding,1
4483,ev transition,1
4469,radical measures,1
4458,hydrogen transport,1
4461,professional competence qualification,1
4462,key sector,1
4463,decision notice,1
4464,governance measures,1
4465,domestic sector priority,1
4466,recyclables,1
4467,mobility sector,1
4468,euro classification,1
4470,edinburgh analysis,1
4482,significant risk,1
4471,communication plan,1
4473,improved efficiency,1
4474,sustainable development principle,1
4476,reduction trend,1
4477,higher risk,1
4478,yorkshire county,1
4479,interim milestones,1
4480,lke,1
4481,viability studies,1
4525,ecosystem loss,1
4527,equality water,1
4528,emergency staff,1
4561,characteristics,1
4562,lower income households,1
4563,active travel opportunities,1
4565,external validation,1
4566,open spaces woodland,1
4568,own land estate,1
4569,preventative approach,1
4570,neil shaw,1
4571,regional dialogue,1
4572,roof space,1
4574,wetland restoration,1
4575,government forecast,1
4576,travel restrictions,1
4578,baseline council,1
4581,postal services wre,1
4582,energy steering,1
4584,development rights,1
4585,landlord requirements,1
4559,trees,1
4558,energy manager,1
4529,labels sum,1
4531,clear pathway,1
4533,andy preston,1
4534,low carbon heat,1
4535,project appraisal,1
4536,most organisations,1
4537,cycle impact,1
4538,regulatory obligations,1
4540,region renewal,1
4542,fossil fuels,1
4556,better energy management,1
4543,local highway improvements,1
4544,module,1
4545,chester carbon,1
4546,statutory body,1
4550,emissions routes,1
4551,ready stirling building,1
4552,sustainable travel behaviours,1
4554,overall temperature increase,1
4555,austerity programme,1
4723,current definition,1
4995,city target,1
4930,new planning applications,1
4892,objective land use,1
4893,irreversible climate change,1
4894,advisory panel,1
4895,planning requirements,1
4897,indoor air quality,1
4898,electricity demand,1
4904,interim strategy,1
4905,financial control boundary,1
4906,resilient emissions resilience,1
4908,early carbon neutrality,1
4909,valley drive,1
4912,green restoration ireland,1
4916,income nce,1
4917,other forms sequestration,1
4919,conditions document,1
4920,own land holdings,1
4922,future projects,1
4923,car park,1
4924,overall health effects,1
4925,council implement,1
4926,progress installation,1
4928,other chapters,1
4891,leadership implementation,1
4890,strategic procurement collaborations,1
4889,derby city council,1
4862,interconnected nature,1
4864,understanding energy,1
4865,regulatory activity,1
4866,successful programme,1
4867,dangerous levels,1
4868,larger vehicles health,1
4869,timeline report,1
4871,independent climate commission,1
4872,street parking,1
4874,bike,1
4888,regional action,1
4876,key themes,1
4877,contact number,1
4882,operative council,1
4883,launch,1
4884,collaborations,1
4885,potential reductions,1
4886,thermal expansion,1
4929,comparative figure carbon,1
4932,individual action,1
4933,sector transitions,1
4969,double glazing,1
4970,planet woking,1
4972,significant potential,1
4974,boundary transportation product,1
4976,regional mechanisms,1
4977,renewable energy solutions,1
4978,responsible attitudes,1
4980,annual progress reports,1
4981,major transformations,1
4982,ongoing increase awareness,1
4983,sustainability initiatives,1
4984,electric vehicle cycle,1
4986,internal carbon finance,1
4987,ecological emergency strategy,1
4989,dimensional responses,1
4990,significant amount,1
4991,scope tonnes,1
4992,extinction degrees,1
4993,amber,1
4994,major aspects,1
4965,boiler replacements,1
4947,light installations,1
4934,november cycling,1
4936,buildings consumption,1
4937,independent committee,1
4938,individual eco certification,1
4939,year parks,1
4940,assets development,1
4941,carbon activity,1
4944,uk flooding,1
4945,consideration developments,1
4948,freshwater ecology,1
4964,effective alternatives,1
4949,annual tonnage,1
4951,launch community,1
4953,county impact,1
4955,technical,1
4957,heat,1
4960,significant levels,1
4961,sustainable agriculture,1
4859,procurement specification,1
4857,more greenhouse gases,1
4726,work scheme,1
4760,serious action,1
4763,disruption planning,1
4764,free system,1
4765,extraction behaviours,1
4767,comparable data,1
4769,homes cost,1
4773,money assessment,1
4774,above gas review,1
4778,wight,1
4779,different things,1
4780,second objective,1
4781,measurable improvements,1
4782,wales strategy,1
4786,urgent transition agenda,1
4787,sherpa bus services,1
4789,sewer systems,1
4759,fabric improvements,1
4757,day lives,1
4756,west suffolk,1
4741,community resources,1
4728,digital office park,1
4729,schedule,1
4730,perth,1
4735,new standards,1
4736,south tariff,1
4737,technical climate,1
4739,temperature threshold,1
4740,positive goals,1
4755,conservation areas,1
4744,smart city lighting,1
4746,hot spells soil,1
4748,england fulfils,1
4750,internal carbon footprint,1
4751,residential energy use,1
4752,additional wording recommendations,1
4753,base line,1
4754,landowners,1
4795,effective adaptation strategy,1
4856,heating gas,1
4796,own car,1
4830,flash flooding,1
4831,community representatives,1
4832,support retrofitting,1
4833,other greenhouse gases,1
4834,natural carbon storage,1
4836,local development scheme,1
4837,new grid capacity,1
4838,environmental vision,1
4840,accord climate,1
4843,high profile taskforce,1
4847,priority risk,1
4851,electric taxis,1
4852,excessive road use,1
4854,annual district progress,1
4826,key nodes,1
4825,management areas,1
4809,everyday resilience,1
4797,urban consolidation,1
4798,mileage management,1
4799,hydrogen distribution,1
4800,use carbon,1
4802,public sector premises,1
4803,cricket pitch,1
4804,animal feeds,1
4810,global changes,1
4823,stairwell lighting,1
4812,long term solution,1
4813,pathway analysis,1
4814,actions governance,1
4817,data surveys,1
4818,pathway figure,1
4820,ready stirling summary,1
4822,devastating wildfires,1
5542,population growth,1
5546,international standard,1
6648,challenging agenda,1
6281,climate strike,1
6283,organisational transitions,1
6284,new plane efficiency,1
6285,strategy annex,1
6286,intranet,1
6291,web facility,1
6292,operational cost savings,1
